review,label
饭店 地理位置 非常适合 夏天 度假 地方 硬件 设施 差于 星 服务 达标 早餐 自助餐 比较简单 困难,1
酒店 旧 房间 酒店 位子 不错 海边 游泳 楼 海景 打开 窗户 海 想住 热闹 地带 选择 威海 城市 真的 打车 便宜 晚上 酒店 门口 出租车 少,1
酒店 住宿 环境 房间 装修 交通 宾馆 反馈 年月日 感谢您 入住 点评 年 新装 特色 标准间 房间 状态 四星级 标准 欢迎您 试住,1
订 海景房 入住 上次 入住 时 环境 稍 地理位置 靠近 海 好找 可惜 晚上 热水 凉水 不知 锅炉 太小 原因 第二天 早上 开 热水 时 一下子 烫得 要死 变化 太大 娱乐 项目 价格 偏高,1
衢州 能住 酒店 算是 不错 房间 液晶电视 窗口 条 小河 送 水果 算是 不错 周围环境 没什么 逛,1
号 晚上 号 中午 撤 散布 绿树 间 一幢幢 俄式 两层 别墅 环境 幽静 知 太 起劲 晚上 点 休息 早上 点多 醒来 歌唱 海边 分钟 路程 宾馆 瓦西里 酒馆 环境 没得说 价钱 便宜 俄式 味道 地道 菜品 少 点 外国专家 疗养所 俄罗斯 早餐 一般般 牛奶 稀 鸡蛋 放 时间 长 吃 两天 说些 太 满意 地方 房间 好久 人住 很潮 洗 游泳衣 走 干 设施 古老 干净 服务员 总体 不错 房价 达 不到 星 标准 补充 点评 年月日 早餐 不太 满意 餐厅 吃过饭,1
友谊 宾馆 环境 一流 服务态度 更是 心旷神怡 全家 渡过 美好 三天 感谢 酒店 服务 感谢 携程 准确 预订 唯一 友谊 宾馆 房间 服务指南 简单 提示 餐厅 位置 就餐 时间 价格 服务员 热情 解答 感觉 不太 补充 点评 年月日 一点 海滩 游泳 酒店 换好 衣服 回来 冲洗 温水 澡 舒服 下次 度假 还选,1
友谊 宾馆 环境优美 空气 新鲜 硬件 设施 服务 到位 瓦西里 酒馆 俄式 大餐 特色 外国人 多住 国外 度假 宾馆 专用 海水浴场 三分钟 路程 宣传 我来 北戴河 环境 下次 北戴河 选择,1
预定 商务 大床 房 房间 床 够 空调 出风口 着床 开 微风 冷 空调器 固定 墙上 只能 走 调节 空调 不太 电视机 纯平 算是 缺陷 挺不错 整体 房间 干净 设施 齐全,1
挺不错 房间 敞亮 压抑感 干净 洗澡 地方 水 很大,1
酒店 不错 电视机 一点 下次 还会 入住,1
总体 不错 卫生间 设施 差 点 没什么 办理 会员卡 要价 太贵 至少 所知 格林豪 泰是 免费 办理,1
家 床 太 硬 睡 腰算 背痛 房间 陈旧 隔音 不是太好 半夜 正好 几个 入住 相隔 房间 声音 反正 吵 入住 素质 关系 房间内 电热水壶 一壶,1
芜湖 吃 外甥 喜酒 人订 日间 标房 住 前 点评 心有余悸 住 想象 城市 价钱 住 算 不错 缺点 住楼 窗前 一大 平台 窗外 景色 不好 爱好 摄影 遗憾,1
总体 正好 办 事情 住,1
第二次 入住 酒店 酒店 市中心 没想到 入住 酒店 泊车 服务 感觉 停车 办理 入住 登记 时 前台 小姐 礼貌 热情 住 客房 标准 B 房间 不错 退房 结帐 时 行李 员 主动 帮 提着 行李 前台 服务员 操作 快捷 这家 酒店 不错 听 服务员 介绍 酒店 更好 房间 贵宾楼 下次 住 住 那种 房间,1
未 入住 前 点评 不安 入住 感觉 芜湖 地方 实在 住 宾馆 不错 芜湖 还会 选择 酒店,1
房间 设施 旧 餐饮 贵 服务 不错 景观 外观 比狮林 好点,1
确实 山上 酒店 环境 设施 不错 住 曙光 别墅 房 别墅 竹 木屋 联排 一排 四间 这间 单独 水泥 隔音 别墅区 间 房间 设施 齐全 电吹风 水热 空调 山上 晚上 度 用不上 空调 黄山 奥运 前 天天 房间 干燥 浴室 潮有件 羽绒服 加盖 被子 饭 宾馆 吃 评价 服务 不错 动作 挺快,1
上海 酒店 价格 高 个人感觉 对得起 价格 遗憾 黄山 下次 肯定 下次 肯定 住 北海,1
入住 价格 奢侈 环境 预想 干净 水量 充足 床上用品 服务员 讲 每日 更换 听说 山上 水元吨 黄山 疲惫感 好好 洗个 热水澡 惬意 睡眠 时,1
预定 曙光 别墅 间 入住 发现 房间 很小 好像 潮湿 烦心 发现 老鼠 加 钱 换 饭店 里 标间 饭店 里 晚餐 味道 价格 小贵 山上,1
经历 汤口 宾馆 西海 饭店 待遇 国脉 无疑 惊喜 房间 宽敞 整洁 起码 保证 睡 好觉 放在 城市 国脉 够不上 四星级 西海 饭店 之流 能算 四星级 国脉 真的 算是 性价比 超高 地理位置 价钱 便宜 黄山 之行 满意 酒店,1
性价比 不错 交通 行政 楼层 感觉 早上 点 楼上 装修 吵 中餐厅 档次 太低 便宜 酒店 档次 相配,1
酒店 服务员 真好 大雨 截在 长途车 站 酒店 电话 派 车接 房间 不敢恭维 太旧 味道 总体而言 服务,1
拱北 关口 标准间 太小 豪华 大床 不错 服务 早餐 不好 太 草率,1
酒店 四星 设施 陈旧 房间 很小 健康秤 坏 总体 感觉 价格 新 四星 感觉 很值,1
拱北 关口 标准间 太小 豪华 大床 不错 服务,1
拱北 关口 步行 分钟 到达 酒店 豪华 标准间 太小 卫生间 设施 旧 热水 充足 改住 系列 房间 很大 改观 旅行社 预定 价格 携程网 价格 差异 早餐 品种 够吃 服务 不错 早上 点要 出发 早餐 时间 酒店 安排 打包 送到 房间,1
服务 设施 不错 房间 隔音 实在 太差 宾馆 反馈 年月日 感谢您 选择 东方 大酒店 感谢您 提出 宝贵 意见 酒店 近期 楼顶 加层 建造 西餐厅 施工 初期 噪音 工段 工程施工 时间 休息时间 施工 诚挚 歉意 东方 大酒店 全新 形象 迎接 光临,1
房间 面积 很大 服务 尚可 满意,1
期间 电话 订 间 豪华 单间 一看 豪华 单间 就象 套房 一室 一厅 位于 楼 视野 开阔 客厅 还放 介绍 洛阳 旅游 书 酒店 地理位置 龙门石窟 公里 市中心 公里 酒店设施 稍旧,1
洛阳 酒店 中 不错 餐厅 服务 不错,1
火车站 汽车站 远 不利于 自助游 酒店 环境 服务 不错,1
交通 房间 干静 宽敞 总体 说得过去,1
酒店 不错 性价比 洛阳 繁华 路段 晚上 休息 安静 睡 很饱 龙门 公交车 乘坐 出租车 龙门 到达,1
酒店 设施 不错 房间 设施 新床 被子 新 洗手间 干湿 分离 服务员 态度 出入 打招呼 餐厅 大堂 中 适合 吃饭 桌子 太少 房价 衢州 偏高,1
态度 不错 服务 差点 没什么 补充 点评 年月日 服务 人员 说话 态度 不好 携程 安排 没关系,1
房间 大小 合适 装修 旧 周边环境 白鹭洲 很近 步行 几分钟 晚上 散步 不错 泳池 室外 更衣室 设施 房间 烟味 较大,1
第二次 入住 酒店 免费 接机 服务 坐 车上 免费 冰镇 饮料 喝 酒店 服务员 友好 部门 主动 微笑 问候 客房 设施 略显 陈旧 客房 保险箱 电视机 老式 寸 球形 显像管 大床 舒服 住 豪华 单人间 扇 窗拉 窗帘 花 两分钟 房间 面积 很大 卫生间 换气扇 顶灯 同一个 开关 洗澡 开着 换气扇 冷 建议 分成 两个 开关 早餐 第一天 入住 果盘 送 白鹭洲 走 十分钟 散散步 风景 硬件 设置 欠缺 下次 肯定 住,1
朋友 厦门 游玩 听说 这家 酒店 市政府 中心 交通 便利 选择 入住 这家 酒店 机场 坐 的士 直达 店门口 分钟 下车 值班 经理 行李 前来 帮忙 贴心 慰问 得知 来意 交代 前台 接待员 安排 楼层 住 感觉 满意 整体 酒店 服务 热情 房间 干净 整齐 入住 时 赠送 果篮 房间内 免费 宽带 上网 游泳池 康乐 设施 不错 自助 早餐 总 知 物有所值 一出 门口 车站 厦门 出名 小吃店 西餐厅 特色 商业街 银行 中心 不远处 购物 厦门 游玩 这家 酒店 不错 选择,1
第一次 这家 酒店 入住 晚上 航班 天气 温差 感冒 拉肚子 本来 心脏 不好 正 担心 这事 客房部 经理 发现 前来 慰问 赠送 水果 凌晨 点半 值班 经理 通知 西餐厅 经理 稀饭 小菜 询问 身体状况 酒店 员工 关心 真的 感动 没想到 出差 在外 仿佛 家人 照顾 出差 顺便 当作 旅游 酒店 位于 市中心 交通 便利 份 地图 服务员 帮 出游 景点 一个个 标志 介绍 有名 景点 节省 时间 增添 自出 游玩 美好 心情 出差 来得 匆忙 忘记 充电器 客房部 经理 得知 帮 找 手机 充电器 出差 倍受 感动 玩 愉快 下次 厦门 毫不犹豫 选择 宏都 大饭店,1
酒店 地理位置 不错 面对 员 当湖 住 号房 两面 窗户 看海 看员 当湖 是员 当湖 夜景 很漂亮 房间 设施 旧 年 开业 房间 里 免费 水果 免费 矿泉水 大门口 LED 电子 屏幕 惹眼 漂亮 F 健身房 游泳池 住店 客人 免费 开放 员工 素质 服务 不错 从进 酒店 大门 门童 问候 总台 客房 服务员 热情 退房 时 宾客 关系 主任 主动 询问 住店 感受 征求意见 感觉 听 客户关系 主任 年底 装修 期待 ing 房间 价格 包含 早餐 丰盛 品种 口味 块钱 挺值 我加 块钱 选 分钟 国内 长话 随意 煲 优惠 久 块 直拨 IP电话 便宜 省 好多 国内 长话费 入住 正好 有人 办 婚宴 大堂 人来人往 热闹 听说 几十桌 客人 下次 还选 这家 入住,1
饭店 前台 服务周到 快速 有效率 服务态度 五星级 水准 这要 表扬,1
酒店 位置 市中心 地方 房间 不错 旁边 府 山 公园 早餐 品种,1
整体 感觉 软硬件 星 标准 房间 里 一点点 异味,1
大堂 前台 服务 快捷 效率高 客房 层 房间 空气 不好 通风 不良 房间 干净 陈设 配置 简陋 三楼 餐厅 早餐 品种 尚可 服务 欠 培训 二星 水准 二楼 餐厅 菜谱 海鲜 素菜 类 品种 太 少 感觉 一般般 隔壁 金雁,1
酒店 房间 算 不错 大床 舒适 晚上 睡 香 酒店 环境 不到 四星 标准 三星 高 地点 价钱 适中,1
酒店 不算 最新 房间 服务 不错 地理位置 原因 临街 酒店 酒店 服务员 门童 热情 细致 周到 地为 客户 介绍 最合适 出行 方式 线路 感觉,1
四星级 酒店 环境 不错 房间 实在 不怎么样 服务 行,1
月 日 住 主楼 园景 双人房 酒店 满意 设施 还算 新 房间 够 布置 不错 大堂 够 气派 服务 酒店 外 白鹭洲 风景区 一出 酒店 湖 舒服 地段 不错 中山路 送 自助 早餐 不错 下次 厦门 住,1
地理位置 佳 所订 附楼 白鹭洲 大酒店 主楼 两码事 好像 矿业 大厦 白鹭洲 酒店 合营 房间 装修 旧 开房间 门有 一点点 霉味 睡 小时 唯一 优点 靠近 沅 当湖 早晨 空气清新,1
四星 酒店 不值 地理位置 算,1
湖 景房 景色 不错 酒店 收拾 干净 设施 稍旧 交通 厦门市 出租车 太贵 酒店 景点 坐 公交车 饭店 早餐 选择 少 重复,1
酒店 性价比 高 特别 感谢 早 餐厅 服务员 月 日 早晨 吃 早餐 小包 留在 椅子 很快 服务员 包 送到 总台 感谢 表扬 走廊 服务员 总 微笑 打招呼 对大 世界 酒店 服务 满意,1
服务态度 听取 客户 提出 意见 房间 设施 房间 空间 稍微 早餐 道理 星级 好些 星级 住,1
四星 酒店 房间 依然 整洁 不错 机场 接机 服务 车上 办理 入住 手续 节省时间,1
不错 酒店 服务员 彬彬有礼 大方 亲切 机场 接机 路上 办好 入住 手续 入住 时 提前 做好 夜床 调热 室温 号称 预前 服务 餐饮 质量 算 会员 推荐,1
北京 呼市 飞机 延误 一个多 小时 呼和浩特 时 半夜 一点多 酒店 两位 客人 专程 派 小车 机场 接 上车 办理 入住 手续 酒店 即可 进 房间 不错 房间 干净 整洁 设施 完善 星级 服务 选择 错 下次 住,1
服务 服务中心 按钮 提出 需求 很快 有人 房间 房子 旧,1
房间 免费 宽带 速度 很快 酒店 将军 行署 很近 想 参观 时间 短 选择,1
酒店 国航 酒店 入住 累计 国航 里程 早晨 种类 推荐 入住,1
酒店 房间,1
彭年 酒店 太 处于 闹市 停车 房间 异味 脱离 希尔顿 感觉 差,1
酒店 房间 算 对得起 五星级 称号 早餐 品种 算是 不足之处 酒店 大马路 楼层 太低 晚上 睡觉 吵,1
房间 宽敞 大堂 星级 差距 较大 电梯 速度 高层,1
日本 真的 超多 酒店 房间 布局 地毯 怪味 太 房间 空气 不太好 窗户 不好 打开 服务 行 交通 火车站 快轨 景点 火车站 旁边 环境 乱 房间 价格 稍贵 竞争力,1
房间 设施 陈旧 空调 声音 游泳池 高级 房 住客 收费 外面 收费 高 难以 接受 游泳池 水太深 服务员 人理 早餐,1
酒店 服务 不错 环境 特别 好像 楼 旋转 餐厅 特色 至少 住 酒店 满意,1
服务 房间,1
一家 五星级 酒店 各项 设施 陈旧 房间 面积 五星 标准 酒店 checkin 速度 极慢 无比 晚上 点 到达 分钟 房价 太贵 地段 因素 实在 达 不到 五星级 酒店 水平 早餐 ctrip 价格 算 房间 卫生间 不错 水压 很大 水温 舒适 局促 感 建议 不远 粤海,1
上周二 住 住 大床 房有 一间 装修 味道 很浓 房间 一下子 鼻子 舒服 开窗 开 半个 小时 稍微 好些 顾客 装修 不能不要 装修 味道 房间,1
时隔 一周 入住 商务 大床 房 好像 原先 豪华 大床 房订 不到 商务 房里 传真机 浴室 里 浴缸 墙上 开 大窗 房间 价格 高 接受 豪华 间 实用 房间 地方 宽敞 入住 房间 里 水果 送 不知 商务 间 缘故 酒店 住 舒服 细节 之处 需 改进 浴室 房间 之间 墙上 窗玻璃 很漂亮 可否 加装 百叶窗 帘 房间 里 访客 洗手间 餐厅 晚上 点 熄灯 好像 营业 不知 上次 提 意见 作用 赞 酒店 地下 停车场 车 停 地下 下楼 停车 宽敞 地方 车库 老伯 负责 感觉 不错,1
金府 银街 背后 居民楼 改建 而成 上个月 住 次 本来 订 标准间 标准间 没大床 升成 豪华 间 仔细 一看 居室 房间 挺旧 干净 房里 电脑 供 上网 服务 人员 态度 客气 提出 咖啡 券 足浴 赠券 商务 型 酒店 旧点 网速慢 点 接受,1
整体 感觉 不错 下次 还会 住 忘 几楼 火锅 推荐,1
设施 老化 闹中取静 地方 洗漱 东东 配 齐全,1
酒店 设施,1
房间 装饰 不错 干净 环境 泳池 水 清洁 适合 度假,1
不错 国情 其间 价格 一家 性价比 高 酒店 车 推荐 住 这家 酒店 一路 问 路标 算 定制 园 景房 面对 游泳池 晚到 小游 一会 感觉 不错 想要 提提 前台 服务 真的 算是 四星 评个 三星 免为其难 checkout 晾 足足有 分钟 客人 解决 依然 不理 主动 提及 房号 明明 十分钟 前 听到 查房 电话 检查 完毕 改善,1
第二次 住 北京 房间 不错 没处 吃 早饭 酒店 早饭 吃不起 单人间 很小 很小 住 一两 晚上 还形 房间 干净,1
我订 床间 房间 大小 设施 不错 卫生间 里 设 淋浴房 实用 欣赏 早餐 不错 中西 兼顾 缺点 酒店 餐厅 晚点 打烊 催 就餐 客人 灯 熄 一半 暗暗 酒吧 里 吃饭 感觉 服务 四星级 酒店 停车场 停车 大门口 一小块 豆腐干 地方 住店 客人 收费 驾车 族 酒店 两个 靠近 电梯间 房间 晚上 电梯 停靠 叮当声 此起彼伏 入睡 酒店 携程 客人 安排 房间 理想 酒店 对面 以卖 千张 包 出名 店家 日程 紧没能 下次 尝尝 高速 傍晚 驶过 南太湖 大桥 黄昏 日光 新亮 灯光 浸染 大桥 沿途 新城区 很漂亮 第一次 湖州 匆忙 留下 极好 印象 计划 下次 度假 还会 入住 国际 希望 下次 电梯 铃声 改进 湖州 消费 上海 携程 房价 竞争力 近年 携程 房价 竞争力 众口 微词 携程 相当于 旅行社 拿到 散客 好得多 价格 这方面 众多 忠实 用户 回应,1
房间 小元 高级 间 干净 北京 算是 性价比 高 早餐 吃饭 地方 少 单人间 很小 单人床 靠墙 放 mm 宽 毛巾 浴巾 干净,1
年 新装修 新 解决 工作 住 慎重 提出 意见建议 新装修 单人间 淋浴间 淋浴 喷头 位置 太 高 换 房间 不好 新开业 管理 服务 到位 前台 入住 结帐 时代 效率 太低 每次 结帐 超过 分钟 好像 符合 四星 宾馆,1
一家 酒店 还会 交通 服务 不错 不错,1
酒店 房间 干净 包括 卫浴 设施 不错 想 周到 不错 酒店 价钱 携程 接受 我会 推荐 朋友 入住,1
两个 月 住 三次 交通,1
次 入住 老板 酒店 满意哦 订 西西,1
老板 每次 出差 北京 订 这家 酒店 满意哦,1
酒店 感觉 不错 细节 周到 房价 显贵 标准间 两个 人住,1
新 风格 精致 掩盖 房间 狭小 天生 细节 尚 不周到 烧水 电壶 塑料 味道 重 合格 产品,1
房间 设施 陈旧 值得 欣慰 宽带 速度 宾馆 反馈 年月日 感谢您 宽带 认可 努力 欢迎您 光临惠顾,1
月 日小假 湖州 国际 大酒店 入住 感觉 不错 性价比 蛮高 特别 湖州 热闹 购物 区 领略 城市 五一 假期 市民 过节 方式 静心 挑选 湖州 特产 丝绸 毛笔 专卖店 酒店 隔壁 区 游玩 青山绿水 购物 别有情趣 酒店 服务 不错 下次 还会 入住,1
服务 尚可 房间 大小 适中 被服 设施 颇为 陈旧 宾馆 反馈 年月日 感谢您 服务 认可 努力 欢迎您 光临,1
服务 仔细 房间 陈色 虽旧 用品 干净 服务员 素质 拾 钱包 想 办法 还给 非常感激,1
月初 回 黑龙江 住 一晚 评价 齐齐哈尔 情况 做 办法 北京 上海 大城市 级别 酒店 周边环境 不错 楼下 出租车 商场 超市 服务 主动 热情 雨伞 忘 服务台 主动 提醒 骚扰电话 稍微 噪音 走廊 服务台 电话声 听到 没带 电脑网络 情况 火车 时间 本来 打算 延迟 小时 退房 服务台 主动 延长 小时 中央空调 还好 冬天 淋浴 热水,1
总体 感觉 不错 元间 标间 物有所值,1
火车站 长途汽车站 很近 打车 起价 五分钟 楼下 小时 营业 麦当劳 点餐 免费送 房间 大门 左 便是 平原 商场 对面 影剧院,1
隔音 差 房间 外人 说话 一清二楚 赣州 奢求,1
外观 旧 停车场 小乱 收钱 酒店 干净,1
市中心 位置 对面 丁香 莲 隔壁 卖 湖笔 王一品 总店 步行 分钟 热闹 红旗路 豪华 双人房,1
设施 服务 热情 早餐 江西 特色 感到 墙壁 门 隔音 效果 不太好,1
酒店设施 被单 毛巾 洁白 干净 服务 热情 酒店 系 早年 建设 地下 车库 直达 大堂 通道 甚 饭菜 嗜 辣者 如能 兼顾 南来北往 客 增加 非辣 菜肴 更好 希望 服务 技能,1
我订 贵宾楼 标间 前人 评语 筛选 服务 细节 周到 送 水果 晚报 餐巾 盒 浴缸 前 垫脚 毛巾 铺 特别 提示 因该 酒店 贵宾楼 标间 靠近 马路 房间 分 双层 隔音 玻璃房 单层 隔音 玻璃房 噪音 敏感 建议 预定 双层 隔音 玻璃房,1
酒店 不到 赣电 勉强 入住,1
优点 房间 条件 简洁 气氛 温馨 住宿 环境 安静 价格 服务态度 窗户 房顶 高 防盗窗 网 安全感 不高,1
大堂 不怎么样 房间 住 舒服 满意 地方 酒店 大堂 副理 客服 人员 顾客 有家 感觉 感谢,1
房间 梳子 家里 下次 入住 免费 梳子 回家 哈哈哈 地理位置 不好 安静 算 出租车 周边 餐饮 一楼 餐厅 吃 碗 西红柿 鸡蛋 面 不错,1
雨夜 凌晨 住进 这家 店 感觉 难 找 住 公寓楼 难 找 房间 拥挤 功能 算 完备 感觉 酒店 机场 接送 服务 一路上 数次 颠醒,1
酒店 开发区 口 正好 出差 开发区 办事 感觉 房间 暖气 开 足 度 气温 感觉 冷 房间 质量 开发区 酒店 早餐 质量 有待 改善 便宜 便宜 实在 没什么 吃,1
长春 房间 还好 环境 还好 气温 零下 房间 空调 暖风 晚上 冻醒 几次 感冒,1
环境 不错 交通 便利 服务 不错 下次 还会,1
酒店 员工 服务 不错 地理位置 优越 早餐 酒店 房间 内部 设施 陈旧 房屋 面积 新建 经济性 酒店 相比 优势 不大未 体现 四星级 水准 周边地区 拆迁 建设 楼下 晚上 施工 情况 屋内 未 听到 施工 声音 总体 讲 性价比,1
几次 保定 住宿 酒店 发现 中银 大厦 保定 酒店 反正 保定 根据地 五星 酒店 秀兰 饭店,1
中银 大厦 前台 服务态度 帮 解决 预定 满意 保定 市区 饭店 中银 四星 标准 保定 住 中银 大厦 选择,1
单人间 价格 物超所值 早餐 不错 服务 人性化 第一次 碰到 卫生间 马桶 里 撒 花瓣 宾馆 酒店 洗浴 中心 美容美发 装修 中 预定 时 提到,1
服务 结账 门口 出租车 早餐 真 单人间 价格合理 标间 人住 太 合适,1
每次 住 餐厅 流连忘返,1
仅住 单人房 感觉 满意 服务 不错 早餐 不错 结账 很快 不远 西关 吃 顿 晚饭 驴肉 锅仔 便宜 实惠 房间 稍 一点 书桌上 放 电脑 稍显 拥挤,1
保定 酒店 餐厅 酒店 加 分,1
装修 不错 新 服务 细心 周到 保定 中银 服务 留下 深刻 印象 早餐 自助餐 种类 质量 宾馆 周边 交通 宾馆 对面 保定市 政府,1
我住 七栋 该处 总 评价 树 好多 人好 少路 远楼 矮房 旧 网好 慢 不知 主楼 感觉 体验 值得 下次 住 提 一句 服务 确实 不错 出门 裤档 开 急 走 服务员 帮 补 收费,1
离开 酒店 一个月 想 几句 到达 时 很晚 店 餐厅 吃晚饭 其间 顺便 问 第二天 五点钟 吃 早饭 服务员 客气 告诉 餐厅 开门 安排 送餐 房间 第二天 早上 五点 三十五分 丰盛 早餐 送到 房间 道歉 晚 五分钟 真得 感动 短短的 晚 感到 店家 工作人员 用心 工作 鼓励,1
环境 棒 住 感到 特别 住 主 楼房 客房 服务 人员 前台 小姐 门童 态度 美中不足 之处 早餐 客人 吃 早餐 部 服务 人员 坐下 吃 改进 时间 等待 实在 庭院 深深 适合 有车 朋友 住,1
环境 设施 不错 门口 警卫 不愧 吉林省 国宾馆 住 主楼 价格 偏高 主楼 七栋 差别 南方 星级 标准 服务员 热情 硬件 只能 综合 分,1
栋 房间 不错 比不上 高级 房间 服务 人员 服务质量 至少 我来 长春 几次 中是 服务 宾馆 周围环境 安静 季节 感受 鸟语花香 晚上 休息 骚扰电话 房间 上网 速度 房间 网络 好像 网络 技术人员 水平,1
不愧 国宾馆 深宅大院 门口 站岗 警卫处 靠近 院子 太深 进楼 走 老远 自驾车 房子 不错 便宜 栋 两瓶 免费 矿泉水 ― ― 住 长春 三家 宾馆 中 唯一 早餐 ― ― 三家 中 最差,1
位置 中山 广场 卓展 广场 超市 酒店 房间 设施 旧有 很大 味道 早餐 还好,1
整体 标准 五星级 前台 工作效率 比较慢 地理位置 不错 好找 酒店 早茶 不错 补充 点评 年月日 写错 四星级,1
酒店设施 稍显 陈旧 干净 整洁 早餐 六点 品种 明档 食品 六点 吃 不到 略显 遗憾,1
房间 太 陈旧 服务 长春 宾馆业 太 先进,1
第一次 入住 酒店 总体 不错 房间 升 级 房间 感觉 温馨 入住,1
酒店 大街 感觉 算 满意 长春 同等 价位 更多更好 选择 酒店 性价比 不算 高,1
前台 客房 服务态度 早餐 房价 够 干净 再接再厉 中国 酒店 无烟 房间 少 烟灰缸 放进 抽屉 无烟 这类 吸烟者 忍受 烟鬼 希望 中国 办 宾馆 外企 学习 请多设 无烟 楼层 谢谢 原先 房价 无烟 层楼 加付 提升 高级 点 无烟 层 房间 WearethenonsmokersitisabouttimethattheHotelrespectustohavethefreedomoffreshairBANtheSmokersintheCheckinorCheckoutcounterpleaseThankyou 房梯 不吸 吸者 有服 抽 人成 二手 受害者 中 人口 中民 不到 民自好,1
环境 交通 不错 房间 下次 还会,1
不错 酒店设施 新 交通 市中心 一点 距离 机场,1
总体 感觉 四星 达 不到 五星 二楼 西餐厅 饭菜 实在 做 不敢恭维 不像 西餐 口味 有待 提高 品种 少 环境 乱哄哄 唯一 优势 便宜,1
早餐 不错 卫生间 不错 房间 还算大 位置 雨花台 出租车费,1
非常感谢 携程 工号 客服 人员 妥善解决 客人 信用卡 担保 失误 告知 事件 下次 机会 光临 宾馆 支持 携程,1
年 月初 住 一夜 总体 感觉 不错 特别 钟山 隔壁 南京 博物馆 东西 楼下 淮扬菜 餐厅 贵 点菜 想 一句 几次 南京 感觉 补充 点评 年月日 记得 缺点 上网 要钱 五星级 酒店 小气,1
服务 总体 房间 电话 服务 价格 竞争力 一点 遗憾 酒店 处 打车 酒店 取消 机场 BUS 客人,1
不错 酒店 火车站 安静 房间 干净 早餐,1
位置 烟台 山东 炮台 张裕 葡萄酒 博物馆 海边 步行街 很漂亮 音乐 喷泉 不错 缺点 商务 标间 中央空调 风机 盘管 保温 做 不好 导致 结露 发霉 免费 提供 拖鞋 沾水 后极 滑,1
第一 感觉 门童 服务 到位 前台 服务 面带微笑 房间 宽敞明亮 上网 速度 很快 满意 一家 酒店,1
住 单人间 房间 设施 完备 酒店 地点 比较满意 服务水平 算 不错,1
昨天 南京 回来 反复 挑 晶丽 感觉 门童 前台 接待 餐厅 服务员 训练 那位 门童 大叔 仔细 介绍 夫子庙 乘车 下班 高峰 出租车 很难 选 商务 单人间 顶楼 楼 靠近 马路 算 安静,1
设施 不算 新 温馨 位置 不错 卫生,1
这是 第三次 点评 积分 没什么 服务 不错,1
年月日时 曾住 这家 酒店 晶丽 服务 不错 结帐 时 客人 信任 象 绝大多数 酒店 问 收费 物品 派 检查 点评 中 门童 大叔 描述 特例 留意 名不虚传 晶丽 值得 一住,1
不错 酒店 喜欢 酒店 改进 早餐 我住 酒店 N 次 每次 早餐 餐盘 位置 记住 市场 商务 单间 点 影响 后续 入住,1
房间 虽小 设施 齐全 服务 住 酒店,1
只能 性价比 超级 高 酒店 装潢 所处 地理位置 棒 附属 设施 齐备 服务 周到 忍不住 改变 行程 多住 几天 闹市区 远 一点 中山陵 环境 唯一 缺点 第一天 开 几分钟 窗子 飞进来 蚊子 点 酒店 没好 应对 措施 南京 住,1
山景 房 是非 海景房 山景 可言 海景房 确实 有景 条件 选 房 窗帘 边上 拉 不严 早上 光线 亮 灯 引发 早醒 窗外 隔音 不佳 风大则 呼呼 响得 想必,1
酒店 位置 中山陵 梅花山 旁边 走 很近 房价 价格 成正比 大堂 豪华 冷清 房间 干净 服务 不错 设施 陈旧 点 马桶盖 旧旧 塑料盖 房间 椅子 旧 价格 降到,1
中山陵 里 安静 晚上 睡觉 一点 声音 早餐 服务,1
总体 还行 景区 环境 空气 不错 改建 去年 扩建 长时间 环境 折扣 住 丽景楼 楼顶 头 室 窗口 不知 机房 嗡嗡声 影响 休息 服务台 后换 房间 餐厅 菜 品种 少 味道 改建 不错 住,1
服务 环境 不错 舒服 餐厅 舒服 温馨,1
酒店 位置 世外桃源 感觉 特别 推荐 早上 点 免 块钱 门票 隔壁 明孝陵 遛弯 空气质量 四周 环境 前天 中山陵 好多 预定 是因为 酒店 四星级 价格 不高 占 便宜 没想到 房间 味道 想换 房间 四周 装修 真 搞不懂 不赶 国庆节 竣工 房间 硬件 服务 早餐 三星级 标准 建议 高 期待值 失望,1
饭店 新 服务 不错 旁边 便利店 房价 偏贵,1
喜来登 饭店 确实 不错 标准 五星级 饭店 工作 原因 晚上 点 入住 酒店 喜来登 接受 客户 信用卡 担保 保留 房间 喜来登 位置 不错 天府广场 北侧 市中心 旁边 有个 体育场 周边 购物 场所 少 人民广场 春熙路 购物 街住 喜来登 市区 转转 成都 景色 想 城 住 南二环 凯宾斯基 靠近 机场 高速 喜来登 Starwood 成员 积累 分数 早餐 好吃 房间 环境设备 服务态度 还会 选择 喜来登 入住 喜来登 住 锦江 宾馆 锦江 宾馆 官僚 风气 太 列举 锦江 饭店 接受 信用卡 担保 符合 五星级 标准 符合 国际标准 客人 点 入住 早餐 点分 结束 饭店 点 结束 服务员 态度 差劲 好像 国营企业 服务员 网速 太慢 实在 想 明白 锦江 宾馆 接受 信用卡 担保 影响 客人 利益 建议 抵制 锦江 宾馆 负责人 饭店,1
天府 丽都 喜来登 饭店 不错 价格 实惠 硬件 够 五星 标准 环境 服务 到位 年 月 入住 寄存 行李 友好 位置 靠近 人民广场 黄金地段 门口 那条 路 单行线,1
